RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
66	-1.000000e+00	1.000000e+00	5.000000e-01		-1.785692e+02	-2.102968e+02	4.185543e+01	4.183280e-07	1.132939e-01	3.866234e-01	2.767608e-01	9.590960e-02	1.274124e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.172758e+01	-4.846125e+01	3.851847e+01	-1.801587e+01	-4.185543e+01	-3.999855e-02	-9.140790e-02	-9.107222e-01
67	-1.000000e+00	5.000000e-01	2.500000e-01		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
68	-1.000000e+00	2.500000e-01	1.250000e-01		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184073e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
69	-1.000000e+00	1.250000e-01	6.250000e-02		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
70	-1.000000e+00	6.250000e-02	3.125000e-02		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
71	-1.000000e+00	3.125000e-02	1.562500e-02		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
72	-1.000000e+00	1.562500e-02	7.812500e-03		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
73	-1.000000e+00	7.812500e-03	3.906250e-03		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
74	-1.000000e+00	3.906250e-03	1.953125e-03		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
75	-1.000000e+00	1.953125e-03	9.765625e-04		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184073e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
76	-1.000000e+00	9.765625e-04	4.882812e-04		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
77	-1.000000e+00	4.882812e-04	2.441406e-04		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
78	-1.000000e+00	2.441406e-04	1.220703e-04		-1.785213e+02	-2.102985e+02	4.186317e+01	4.184072e-07	1.132694e-01	3.866465e-01	2.767555e-01	9.590231e-02	1.274263e-01												
79	-1.000000e+00	1.220703e-04	6.103516e-05		-1.785267e+02	-2.102985e+02	4.186270e+01	4.184072e-07	1.132346e-01	3.866725e-01	2.767621e-01	9.590617e-02	1.274247e-01												
80		6.103516e-05			-1.785361e+02	-2.102984e+02	4.186131e+01	4.184072e-07	1.132261e-01	3.866779e-01	2.767654e-01	9.590869e-02	1.274220e-01												
