RTO_iter	rho	tr	tr_adjusted	event	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
66	1.024646e+00	1.000000e+00	1.000000e+00	trust region too large	-1.801655e+02	-2.102104e+02	4.159053e+01	4.156141e-07	1.141353e-01	3.858300e-01	2.769414e-01	9.615942e-02	1.269338e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.004510e+01	-4.796112e+01	3.847982e+01	-1.773075e+01	-4.159053e+01	-3.943914e-02	-9.007304e-02	-9.079639e-01
67	1.024640e+00	1.000000e+00	1.000000e+00	trust region too large	-1.800815e+02	-2.102163e+02	4.160483e+01	4.157607e-07	1.140898e-01	3.858729e-01	2.769317e-01	9.614591e-02	1.269598e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.013498e+01	-4.798814e+01	3.848198e+01	-1.774612e+01	-4.160483e+01	-3.946937e-02	-9.014475e-02	-9.081131e-01
68	1.024635e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799994e+02	-2.102220e+02	4.161877e+01	4.159035e-07	1.140454e-01	3.859146e-01	2.769222e-01	9.613275e-02	1.269851e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.022270e+01	-4.801449e+01	3.848408e+01	-1.776109e+01	-4.161877e+01	-3.949883e-02	-9.021470e-02	-9.082585e-01
69	1.024631e+00	1.000000e+00	1.000000e+00	trust region too large	-1.799192e+02	-2.102273e+02	4.163235e+01	4.160428e-07	1.140021e-01	3.859553e-01	2.769130e-01	9.611992e-02	1.270097e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.030831e+01	-4.804016e+01	3.848612e+01	-1.777570e+01	-4.163235e+01	-3.952755e-02	-9.028292e-02	-9.084003e-01
70	1.024628e+00	1.000000e+00	1.000000e+00	trust region too large	-1.798407e+02	-2.102324e+02	4.164560e+01	4.161785e-07	1.139599e-01	3.859949e-01	2.769040e-01	9.610741e-02	1.270337e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.039186e+01	-4.806519e+01	3.848809e+01	-1.778994e+01	-4.164560e+01	-3.955555e-02	-9.034946e-02	-9.085384e-01
71	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.797640e+02	-2.102373e+02	4.165852e+01	4.163109e-07	1.139188e-01	3.860336e-01	2.768952e-01	9.609522e-02	1.270571e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.047341e+01	-4.808959e+01	3.849002e+01	-1.780382e+01	-4.165852e+01	-3.958284e-02	-9.041437e-02	-9.086730e-01
72	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796890e+02	-2.102419e+02	4.167111e+01	4.164399e-07	1.138788e-01	3.860713e-01	2.768866e-01	9.608333e-02	1.270799e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.055301e+01	-4.811338e+01	3.849188e+01	-1.781737e+01	-4.167111e+01	-3.960944e-02	-9.047769e-02	-9.088043e-01
73	1.024626e+00	1.000000e+00	1.000000e+00	trust region too large	-1.796157e+02	-2.102463e+02	4.168339e+01	4.165657e-07	1.138397e-01	3.861081e-01	2.768783e-01	9.607175e-02	1.271022e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.063070e+01	-4.813657e+01	3.849370e+01	-1.783057e+01	-4.168339e+01	-3.963538e-02	-9.053946e-02	-9.089322e-01
74	1.024628e+00	1.000000e+00	1.000000e+00	trust region too large	-1.795441e+02	-2.102505e+02	4.169536e+01	4.166884e-07	1.138017e-01	3.861440e-01	2.768701e-01	9.606045e-02	1.271238e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.070653e+01	-4.815918e+01	3.849546e+01	-1.784345e+01	-4.169536e+01	-3.966067e-02	-9.059971e-02	-9.090570e-01
75	1.024631e+00	1.000000e+00	1.000000e+00	trust region too large	-1.794741e+02	-2.102545e+02	4.170703e+01	4.168080e-07	1.137646e-01	3.861789e-01	2.768622e-01	9.604944e-02	1.271449e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.078055e+01	-4.818122e+01	3.849717e+01	-1.785601e+01	-4.170703e+01	-3.968533e-02	-9.065849e-02	-9.091786e-01
76	1.024635e+00	1.000000e+00	1.000000e+00	trust region too large	-1.794056e+02	-2.102583e+02	4.171842e+01	4.169247e-07	1.137284e-01	3.862130e-01	2.768544e-01	9.603870e-02	1.271655e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.085280e+01	-4.820272e+01	3.849884e+01	-1.786827e+01	-4.171842e+01	-3.970937e-02	-9.071584e-02	-9.092971e-01
77	1.024640e+00	1.000000e+00	1.000000e+00	trust region too large	-1.793387e+02	-2.102619e+02	4.172952e+01	4.170384e-07	1.136931e-01	3.862463e-01	2.768468e-01	9.602823e-02	1.271856e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.092332e+01	-4.822368e+01	3.850046e+01	-1.788022e+01	-4.172952e+01	-3.973282e-02	-9.077179e-02	-9.094127e-01
78	1.024646e+00	1.000000e+00	1.000000e+00	trust region too large	-1.792733e+02	-2.102654e+02	4.174035e+01	4.171493e-07	1.136587e-01	3.862787e-01	2.768394e-01	9.601802e-02	1.272051e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.099216e+01	-4.824412e+01	3.850203e+01	-1.789187e+01	-4.174035e+01	-3.975568e-02	-9.082638e-02	-9.095255e-01
79	1.024653e+00	1.000000e+00	1.000000e+00	trust region too large	-1.792094e+02	-2.102686e+02	4.175091e+01	4.172575e-07	1.136252e-01	3.863103e-01	2.768322e-01	9.600807e-02	1.272242e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.105936e+01	-4.826406e+01	3.850357e+01	-1.790324e+01	-4.175091e+01	-3.977798e-02	-9.087964e-02	-9.096354e-01
80		1.000000e+00			-1.791469e+02	-2.102717e+02	4.176121e+01	4.173630e-07	1.135925e-01	3.863412e-01	2.768252e-01	9.599836e-02	1.272428e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.112495e+01	-4.828350e+01	3.850505e+01	-1.791433e+01	-4.176121e+01	-3.979972e-02	-9.093161e-02	-9.097426e-01
